"","Meter_location","Error_likelihood","Meter_age","Likelihood_OT_payment","Est_lost_revenue"
"12497",284187,"Unclear","TBD","TBD",128.53151987007
"12498",284803,"Unclear","TBD","TBD",134.364853203403
"12499",285248,"Somewhat likely","TBD","TBD",133.53151987007
"12500",285452,"Unclear","TBD","TBD",131.03151987007
"12501",285460,"Somewhat likely","TBD","TBD",136.864853203403
"12502",285681,"Somewhat likely","TBD","TBD",0
"12503",286027,"Somewhat likely","TBD","TBD",136.864853203403
"12504",286258,"Somewhat likely","TBD","TBD",106.03151987007
"12505",308363,"Somewhat likely","TBD","TBD",69.3648532034034
"12506",309443,"Likely","TBD","TBD",132.698186536737
"12507",309512,"Likely","TBD","TBD",54.3648532034034
"12508",310667,"Unclear","TBD","TBD",141.03151987007
"12509",311634,"Unlikely","TBD","TBD",142.698186536737
"12510",101794,"Unlikely","TBD","TBD",142.698186536737
"12511",215617,"Unlikely","TBD","TBD",142.698186536737
"12512",211309,"Unlikely","TBD","TBD",142.698186536737
"12513",208284,"Unlikely","TBD","TBD",142.698186536737
"12514",212248,"Unlikely","TBD","TBD",142.698186536737
"12515",211272,"Unlikely","TBD","TBD",142.698186536737
"12516",207694,"Unlikely","TBD","TBD",142.698186536737
"12517",203653,"Unlikely","TBD","TBD",142.698186536737
"12518",209766,"Unlikely","TBD","TBD",142.698186536737
"12519",207533,"Unlikely","TBD","TBD",142.698186536737
"12520",203387,"Unlikely","TBD","TBD",142.698186536737
"12521",205301,"Unlikely","TBD","TBD",142.698186536737
"12522",205595,"Unlikely","TBD","TBD",142.698186536737
"12523",218193,"Unlikely","TBD","TBD",142.698186536737
"12524",209565,"Unlikely","TBD","TBD",142.698186536737
"12525",208316,"Unlikely","TBD","TBD",142.698186536737
"12526",214325,"Unlikely","TBD","TBD",142.698186536737
"12527",205660,"Unlikely","TBD","TBD",142.698186536737
"12528",206684,"Unlikely","TBD","TBD",142.698186536737
"12529",213300,"Unlikely","TBD","TBD",142.698186536737
"12530",212565,"Unlikely","TBD","TBD",142.698186536737
"12531",202107,"Unlikely","TBD","TBD",142.698186536737
"12532",202025,"Unlikely","TBD","TBD",142.698186536737
"12533",214479,"Unlikely","TBD","TBD",142.698186536737
"12534",214580,"Unlikely","TBD","TBD",142.698186536737
"12535",202476,"Unlikely","TBD","TBD",142.698186536737
"12536",208284,"Unlikely","TBD","TBD",142.698186536737
"12537",202431,"Unlikely","TBD","TBD",142.698186536737
"12538",207931,"Unlikely","TBD","TBD",142.698186536737
"12539",203654,"Unlikely","TBD","TBD",142.698186536737
"12540",216319,"Unlikely","TBD","TBD",142.698186536737
"12541",204045,"Unlikely","TBD","TBD",142.698186536737
"12542",218359,"Unlikely","TBD","TBD",142.698186536737
"12543",200262,"Unlikely","TBD","TBD",142.698186536737
"12544",203113,"Unlikely","TBD","TBD",142.698186536737
"12545",214754,"Unlikely","TBD","TBD",142.698186536737
"12546",201722,"Unlikely","TBD","TBD",142.698186536737
"12547",211643,"Unlikely","TBD","TBD",142.698186536737
"12548",204729,"Unlikely","TBD","TBD",142.698186536737
"12549",209761,"Unlikely","TBD","TBD",142.698186536737
"12550",203452,"Unlikely","TBD","TBD",142.698186536737
"12551",212662,"Unlikely","TBD","TBD",142.698186536737
"12552",203238,"Unlikely","TBD","TBD",142.698186536737
"12553",218929,"Unlikely","TBD","TBD",142.698186536737
"12554",200562,"Unlikely","TBD","TBD",142.698186536737
"12555",220791,"Unlikely","TBD","TBD",142.698186536737
"12556",217999,"Unlikely","TBD","TBD",142.698186536737
"12557",215410,"Unlikely","TBD","TBD",142.698186536737
"12558",311811,"Unlikely","TBD","TBD",142.698186536737
"12559",202658,"Unlikely","TBD","TBD",142.698186536737
"12560",202818,"Unlikely","TBD","TBD",142.698186536737
"12561",214161,"Unlikely","TBD","TBD",142.698186536737
"12562",203628,"Unlikely","TBD","TBD",142.698186536737
"12563",205302,"Unlikely","TBD","TBD",142.698186536737
"12564",205011,"Unlikely","TBD","TBD",142.698186536737
"12565",210277,"Unlikely","TBD","TBD",142.698186536737
"12566",220565,"Unlikely","TBD","TBD",142.698186536737
"12567",213584,"Unlikely","TBD","TBD",142.698186536737
"12568",218844,"Unlikely","TBD","TBD",142.698186536737
"12569",100408,"Unlikely","TBD","TBD",142.698186536737
"12570",208574,"Unlikely","TBD","TBD",142.698186536737
"12571",213284,"Unlikely","TBD","TBD",142.698186536737
"12572",213597,"Unlikely","TBD","TBD",142.698186536737
"12573",203388,"Unlikely","TBD","TBD",142.698186536737
"12574",212419,"Unlikely","TBD","TBD",142.698186536737
"12575",210120,"Unlikely","TBD","TBD",142.698186536737
"12576",222330,"Unlikely","TBD","TBD",142.698186536737
"12577",205821,"Unlikely","TBD","TBD",142.698186536737
"12578",188329,"Unlikely","TBD","TBD",142.698186536737
"12579",210066,"Unlikely","TBD","TBD",142.698186536737
"12580",203890,"Unlikely","TBD","TBD",142.698186536737
"12581",215506,"Unlikely","TBD","TBD",142.698186536737
"12582",207059,"Unlikely","TBD","TBD",142.698186536737
"12583",214086,"Unlikely","TBD","TBD",142.698186536737
"12584",140930,"Unlikely","TBD","TBD",142.698186536737
"12585",205666,"Unlikely","TBD","TBD",142.698186536737
"12586",204161,"Unlikely","TBD","TBD",142.698186536737
"12587",203163,"Unlikely","TBD","TBD",142.698186536737
"12588",209087,"Unlikely","TBD","TBD",142.698186536737
"12589",221045,"Unlikely","TBD","TBD",142.698186536737
"12590",202411,"Unlikely","TBD","TBD",142.698186536737
"12591",216337,"Unlikely","TBD","TBD",142.698186536737
"12592",202342,"Unlikely","TBD","TBD",142.698186536737
"12593",206832,"Unlikely","TBD","TBD",142.698186536737
"12594",217649,"Unlikely","TBD","TBD",142.698186536737
"12595",217884,"Unlikely","TBD","TBD",142.698186536737
"12596",214052,"Unlikely","TBD","TBD",142.698186536737
"12597",216718,"Unlikely","TBD","TBD",142.698186536737
"12598",204032,"Unlikely","TBD","TBD",142.698186536737
"12599",220471,"Unlikely","TBD","TBD",142.698186536737
"12600",202876,"Unlikely","TBD","TBD",142.698186536737
"12601",202740,"Unlikely","TBD","TBD",142.698186536737
"12602",278816,"Unlikely","TBD","TBD",142.698186536737
"12603",205125,"Unlikely","TBD","TBD",142.698186536737
"12604",211990,"Unlikely","TBD","TBD",142.698186536737
"12605",201268,"Unlikely","TBD","TBD",142.698186536737
"12606",204671,"Unlikely","TBD","TBD",142.698186536737
"12607",210911,"Unlikely","TBD","TBD",142.698186536737
"12608",204582,"Unlikely","TBD","TBD",142.698186536737
"12609",102859,"Unlikely","TBD","TBD",142.698186536737
"12610",208011,"Unlikely","TBD","TBD",142.698186536737
"12611",214378,"Unlikely","TBD","TBD",142.698186536737
"12612",208229,"Unlikely","TBD","TBD",142.698186536737
"12613",202296,"Unlikely","TBD","TBD",142.698186536737
"12614",202875,"Unlikely","TBD","TBD",142.698186536737
"12615",209561,"Unlikely","TBD","TBD",142.698186536737
"12616",188595,"Unlikely","TBD","TBD",142.698186536737
"12617",215796,"Unlikely","TBD","TBD",142.698186536737
"12618",202186,"Unlikely","TBD","TBD",142.698186536737
"12619",120389,"Unlikely","TBD","TBD",142.698186536737
"12620",207912,"Unlikely","TBD","TBD",142.698186536737
"12621",208167,"Unlikely","TBD","TBD",142.698186536737
"12622",281691,"Unlikely","TBD","TBD",142.698186536737
"12623",218741,"Unlikely","TBD","TBD",142.698186536737
"12624",211985,"Unlikely","TBD","TBD",142.698186536737
"12625",219915,"Unlikely","TBD","TBD",142.698186536737
"12626",202341,"Unlikely","TBD","TBD",142.698186536737
"12627",209562,"Unlikely","TBD","TBD",142.698186536737
"12628",214064,"Unlikely","TBD","TBD",142.698186536737
"12629",203442,"Unlikely","TBD","TBD",142.698186536737
"12630",213763,"Unlikely","TBD","TBD",142.698186536737
"12631",216386,"Unlikely","TBD","TBD",142.698186536737
"12632",213299,"Unlikely","TBD","TBD",142.698186536737
"12633",202475,"Unlikely","TBD","TBD",142.698186536737
"12634",211274,"Unlikely","TBD","TBD",142.698186536737
"12635",205303,"Unlikely","TBD","TBD",142.698186536737
"12636",205072,"Unlikely","TBD","TBD",142.698186536737
"12637",204242,"Unlikely","TBD","TBD",142.698186536737
"12638",203087,"Unlikely","TBD","TBD",142.698186536737
"12639",201353,"Unlikely","TBD","TBD",142.698186536737
"12640",208251,"Unlikely","TBD","TBD",142.698186536737
"12641",215857,"Unlikely","TBD","TBD",142.698186536737
"12642",214949,"Unlikely","TBD","TBD",142.698186536737
"12643",212720,"Unlikely","TBD","TBD",142.698186536737
"12644",212425,"Unlikely","TBD","TBD",142.698186536737
"12645",206314,"Unlikely","TBD","TBD",142.698186536737
"12646",199485,"Unlikely","TBD","TBD",142.698186536737
"12647",214380,"Unlikely","TBD","TBD",142.698186536737
"12648",203932,"Unlikely","TBD","TBD",142.698186536737
"12649",203830,"Unlikely","TBD","TBD",142.698186536737
"12650",214050,"Unlikely","TBD","TBD",142.698186536737
"12651",207835,"Unlikely","TBD","TBD",142.698186536737
"12652",202852,"Unlikely","TBD","TBD",142.698186536737
"12653",140918,"Unlikely","TBD","TBD",142.698186536737
"12654",203525,"Unlikely","TBD","TBD",142.698186536737
"12655",209181,"Unlikely","TBD","TBD",142.698186536737
"12656",273359,"Unlikely","TBD","TBD",142.698186536737
"12657",202743,"Unlikely","TBD","TBD",142.698186536737
"12658",201972,"Unlikely","TBD","TBD",142.698186536737
"12659",210574,"Unlikely","TBD","TBD",142.698186536737
"12660",101147,"Unlikely","TBD","TBD",142.698186536737
"12661",103805,"Likely","TBD","TBD",93.5315198700701
"12662",121199,"Unclear","TBD","TBD",109.364853203403
"12663",121923,"Unclear","TBD","TBD",129.364853203403
"12664",125223,"Unlikely","TBD","TBD",136.864853203403
"12665",125280,"Unclear","TBD","TBD",141.03151987007
"12666",130124,"Unlikely","TBD","TBD",141.864853203403
"12667",136308,"Somewhat likely","TBD","TBD",87.6981865367368
"12668",154932,"Likely","TBD","TBD",32.6981865367368
"12669",163559,"Unlikely","TBD","TBD",142.698186536737
"12670",165576,"Unlikely","TBD","TBD",141.864853203403
"12671",178308,"Very likely","TBD","TBD",0
"12672",183464,"Unclear","TBD","TBD",139.364853203403
"12673",184433,"Likely","TBD","TBD",137.698186536737
"12674",185022,"Unlikely","TBD","TBD",141.864853203403
"12675",185407,"Very likely","TBD","TBD",107.698186536737
"12676",186961,"Likely","TBD","TBD",113.53151987007
"12677",187929,"Unlikely","TBD","TBD",142.698186536737
"12678",189296,"Unclear","TBD","TBD",127.698186536737
"12679",190290,"Likely","TBD","TBD",134.364853203403
"12680",191584,"Unclear","TBD","TBD",132.698186536737
"12681",192317,"Unlikely","TBD","TBD",142.698186536737
"12682",192531,"Likely","TBD","TBD",0
"12683",196732,"Unclear","TBD","TBD",141.03151987007
"12684",197487,"Likely","TBD","TBD",108.53151987007
"12685",197584,"Unlikely","TBD","TBD",140.198186536737
"12686",207922,"Likely","TBD","TBD",134.364853203403
"12687",213058,"Likely","TBD","TBD",106.03151987007
"12688",218088,"Likely","TBD","TBD",131.864853203403
"12689",221475,"Unclear","TBD","TBD",141.864853203403
"12690",224051,"Unclear","TBD","TBD",130.198186536737
"12691",226140,"Unlikely","TBD","TBD",142.698186536737
"12692",228857,"Somewhat likely","TBD","TBD",141.03151987007
"12693",229351,"Likely","TBD","TBD",98.5315198700701
"12694",230208,"Likely","TBD","TBD",25.1981865367368
"12695",234936,"Likely","TBD","TBD",106.864853203403
"12696",237152,"Somewhat likely","TBD","TBD",131.864853203403
"12697",237202,"Likely","TBD","TBD",0
"12698",239273,"Likely","TBD","TBD",75.1981865367368
"12699",239639,"Unlikely","TBD","TBD",142.698186536737
"12700",240928,"Unlikely","TBD","TBD",142.698186536737
"12701",241245,"Unlikely","TBD","TBD",142.698186536737
"12702",241245,"Unlikely","TBD","TBD",142.698186536737
"12703",241249,"Unclear","TBD","TBD",136.864853203403
"12704",242250,"Somewhat likely","TBD","TBD",0
"12705",242300,"Unclear","TBD","TBD",139.364853203403
"12706",245327,"Somewhat likely","TBD","TBD",120.198186536737
"12707",247779,"Unlikely","TBD","TBD",134.364853203403
"12708",248870,"Somewhat likely","TBD","TBD",115.198186536737
"12709",251813,"Unclear","TBD","TBD",125.198186536737
"12710",252282,"Unclear","TBD","TBD",137.698186536737
"12711",252364,"Somewhat likely","TBD","TBD",0
"12712",253785,"Somewhat likely","TBD","TBD",135.198186536737
"12713",255365,"Somewhat likely","TBD","TBD",138.53151987007
"12714",255375,"Unlikely","TBD","TBD",132.698186536737
"12715",255840,"Unclear","TBD","TBD",136.864853203403
"12716",255927,"Somewhat likely","TBD","TBD",137.698186536737
"12717",256264,"Somewhat likely","TBD","TBD",0
"12718",257313,"Somewhat likely","TBD","TBD",0
"12719",258870,"Unlikely","TBD","TBD",133.53151987007
"12720",259442,"Unclear","TBD","TBD",134.364853203403
"12721",259721,"Unclear","TBD","TBD",132.698186536737
"12722",261205,"Somewhat likely","TBD","TBD",135.198186536737
"12723",268901,"Very likely","TBD","TBD",86.8648532034035
"12724",272625,"Likely","TBD","TBD",60.1981865367368
"12725",273520,"Likely","TBD","TBD",127.698186536737
"12726",274584,"Somewhat likely","TBD","TBD",128.53151987007
"12727",276887,"Somewhat likely","TBD","TBD",126.864853203403
"12728",276963,"Unlikely","TBD","TBD",131.864853203403
"12729",277104,"Unlikely","TBD","TBD",142.698186536737
"12730",279460,"Somewhat likely","TBD","TBD",133.53151987007
"12731",279927,"Unclear","TBD","TBD",140.198186536737
"12732",282024,"Unlikely","TBD","TBD",142.698186536737
"12733",282083,"Unlikely","TBD","TBD",142.698186536737
"12734",282681,"Very likely","TBD","TBD",116.864853203403
"12735",283710,"Likely","TBD","TBD",96.8648532034034
"12736",289247,"Unlikely","TBD","TBD",142.698186536737
"12737",301582,"Likely","TBD","TBD",129.364853203403
"12738",302716,"Unclear","TBD","TBD",135.198186536737
"12739",302991,"Likely","TBD","TBD",131.864853203403
"12740",303001,"Unclear","TBD","TBD",136.03151987007
"12741",303366,"Somewhat likely","TBD","TBD",121.864853203403
"12742",303881,"Unclear","TBD","TBD",64.3648532034034
"12743",303921,"Unlikely","TBD","TBD",141.864853203403
"12744",304746,"Unclear","TBD","TBD",122.698186536737
"12745",304930,"Unclear","TBD","TBD",132.698186536737
"12746",304938,"Somewhat likely","TBD","TBD",130.198186536737
"12747",305065,"Unclear","TBD","TBD",132.698186536737
"12748",305526,"Somewhat likely","TBD","TBD",132.698186536737
"12749",305591,"Somewhat likely","TBD","TBD",135.198186536737
"12750",305595,"Somewhat likely","TBD","TBD",129.364853203403
"12751",305803,"Likely","TBD","TBD",129.364853203403
"12752",305848,"Unclear","TBD","TBD",72.6981865367368
"12753",305855,"Somewhat likely","TBD","TBD",67.6981865367368
"12754",305887,"Likely","TBD","TBD",74.3648532034034
"12755",306254,"Likely","TBD","TBD",117.698186536737
"12756",306259,"Somewhat likely","TBD","TBD",123.53151987007
"12757",306261,"Likely","TBD","TBD",122.698186536737
"12758",306301,"Unclear","TBD","TBD",141.864853203403
"12759",306315,"Likely","TBD","TBD",121.864853203403
"12760",306333,"Somewhat likely","TBD","TBD",109.364853203403
"12761",306493,"Very likely","TBD","TBD",125.198186536737
"12762",306764,"Likely","TBD","TBD",128.53151987007
"12763",306818,"Likely","TBD","TBD",116.03151987007
"12764",306918,"Somewhat likely","TBD","TBD",124.364853203403
"12765",306930,"Likely","TBD","TBD",124.364853203403
"12766",306972,"Likely","TBD","TBD",119.364853203403
"12767",306972,"Likely","TBD","TBD",6.0315198700701
"12768",306972,"Likely","TBD","TBD",0
"12769",307037,"Likely","TBD","TBD",72.6981865367368
"12770",307047,"Somewhat likely","TBD","TBD",109.364853203403
"12771",307052,"Somewhat likely","TBD","TBD",113.53151987007
"12772",307057,"Somewhat likely","TBD","TBD",111.864853203403
"12773",307065,"Likely","TBD","TBD",116.864853203403
"12774",307283,"Likely","TBD","TBD",71.8648532034034
"12775",307478,"Likely","TBD","TBD",57.6981865367368
"12776",307521,"Likely","TBD","TBD",44.3648532034034
"12777",307804,"Likely","TBD","TBD",121.03151987007
"12778",307919,"Likely","TBD","TBD",0
"12779",307947,"Unlikely","TBD","TBD",142.698186536737
"12780",307963,"Likely","TBD","TBD",92.6981865367368
"12781",308017,"Likely","TBD","TBD",126.03151987007
"12782",308039,"Likely","TBD","TBD",133.53151987007
"12783",308076,"Likely","TBD","TBD",135.198186536737
"12784",308093,"Somewhat likely","TBD","TBD",122.698186536737
"12785",308129,"Somewhat likely","TBD","TBD",92.6981865367368
"12786",308132,"Likely","TBD","TBD",66.0315198700701
"12787",308156,"Somewhat likely","TBD","TBD",92.6981865367368
"12788",308161,"Somewhat likely","TBD","TBD",106.03151987007
"12789",308168,"Somewhat likely","TBD","TBD",97.6981865367368
"12790",308218,"Unclear","TBD","TBD",139.364853203403
"12791",308222,"Likely","TBD","TBD",95.1981865367368
"12792",308248,"Likely","TBD","TBD",109.364853203403
"12793",308338,"Somewhat likely","TBD","TBD",131.864853203403
"12794",308345,"Likely","TBD","TBD",86.8648532034035
"12795",308360,"Somewhat likely","TBD","TBD",125.198186536737
"12796",308386,"Likely","TBD","TBD",131.864853203403
"12797",308398,"Somewhat likely","TBD","TBD",0
"12798",308446,"Somewhat likely","TBD","TBD",123.53151987007
"12799",308449,"Somewhat likely","TBD","TBD",105.198186536737
"12800",308475,"Somewhat likely","TBD","TBD",123.53151987007
"12801",308480,"Unclear","TBD","TBD",141.03151987007
"12802",308483,"Unclear","TBD","TBD",140.198186536737
"12803",308490,"Likely","TBD","TBD",101.864853203403
"12804",308527,"Somewhat likely","TBD","TBD",89.3648532034034
"12805",308528,"Somewhat likely","TBD","TBD",80.1981865367368
"12806",308544,"Somewhat likely","TBD","TBD",76.8648532034034
"12807",308556,"Somewhat likely","TBD","TBD",106.864853203403
"12808",308586,"Somewhat likely","TBD","TBD",120.198186536737
"12809",308604,"Somewhat likely","TBD","TBD",114.364853203403
"12810",308633,"Somewhat likely","TBD","TBD",136.864853203403
"12811",308665,"Somewhat likely","TBD","TBD",109.364853203403
"12812",308703,"Likely","TBD","TBD",0
"12813",308709,"Somewhat likely","TBD","TBD",124.364853203403
"12814",308713,"Somewhat likely","TBD","TBD",102.698186536737
"12815",308738,"Somewhat likely","TBD","TBD",135.198186536737
"12816",308739,"Somewhat likely","TBD","TBD",131.864853203403
"12817",308753,"Somewhat likely","TBD","TBD",111.864853203403
"12818",308757,"Somewhat likely","TBD","TBD",99.3648532034034
"12819",308762,"Somewhat likely","TBD","TBD",109.364853203403
"12820",308771,"Somewhat likely","TBD","TBD",101.864853203403
"12821",308778,"Somewhat likely","TBD","TBD",119.364853203403
"12822",308789,"Somewhat likely","TBD","TBD",113.53151987007
"12823",308803,"Somewhat likely","TBD","TBD",110.198186536737
"12824",308805,"Somewhat likely","TBD","TBD",110.198186536737
"12825",308808,"Somewhat likely","TBD","TBD",116.864853203403
"12826",308812,"Somewhat likely","TBD","TBD",103.53151987007
"12827",308839,"Likely","TBD","TBD",118.53151987007
"12828",308874,"Likely","TBD","TBD",113.53151987007
"12829",308876,"Somewhat likely","TBD","TBD",141.864853203403
"12830",308878,"Somewhat likely","TBD","TBD",141.864853203403
"12831",309028,"Somewhat likely","TBD","TBD",115.198186536737
"12832",309030,"Somewhat likely","TBD","TBD",126.864853203403
"12833",309032,"Somewhat likely","TBD","TBD",113.53151987007
"12834",309056,"Somewhat likely","TBD","TBD",130.198186536737
"12835",309093,"Somewhat likely","TBD","TBD",113.53151987007
"12836",309103,"Somewhat likely","TBD","TBD",118.53151987007
"12837",309127,"Somewhat likely","TBD","TBD",130.198186536737
"12838",309138,"Somewhat likely","TBD","TBD",129.364853203403
"12839",309142,"Somewhat likely","TBD","TBD",103.53151987007
"12840",309151,"Somewhat likely","TBD","TBD",124.364853203403
"12841",309153,"Somewhat likely","TBD","TBD",127.698186536737
"12842",309202,"Somewhat likely","TBD","TBD",119.364853203403
"12843",309243,"Somewhat likely","TBD","TBD",118.53151987007
"12844",309272,"Somewhat likely","TBD","TBD",106.864853203403
"12845",309276,"Somewhat likely","TBD","TBD",121.03151987007
"12846",309311,"Somewhat likely","TBD","TBD",116.03151987007
"12847",309364,"Somewhat likely","TBD","TBD",123.53151987007
"12848",309430,"Somewhat likely","TBD","TBD",128.53151987007
"12849",309479,"Somewhat likely","TBD","TBD",126.864853203403
"12850",309494,"Somewhat likely","TBD","TBD",135.198186536737
"12851",309507,"Somewhat likely","TBD","TBD",116.03151987007
"12852",309515,"Somewhat likely","TBD","TBD",139.364853203403
"12853",309523,"Likely","TBD","TBD",135.198186536737
"12854",309545,"Somewhat likely","TBD","TBD",99.3648532034034
"12855",309558,"Somewhat likely","TBD","TBD",129.364853203403
"12856",309575,"Somewhat likely","TBD","TBD",136.03151987007
"12857",309625,"Somewhat likely","TBD","TBD",133.53151987007
"12858",309663,"Somewhat likely","TBD","TBD",123.53151987007
"12859",309688,"Somewhat likely","TBD","TBD",133.53151987007
"12860",309700,"Somewhat likely","TBD","TBD",115.198186536737
"12861",309724,"Somewhat likely","TBD","TBD",136.03151987007
"12862",309754,"Likely","TBD","TBD",107.698186536737
"12863",309759,"Somewhat likely","TBD","TBD",127.698186536737
"12864",309773,"Somewhat likely","TBD","TBD",129.364853203403
"12865",309799,"Somewhat likely","TBD","TBD",130.198186536737
"12866",309828,"Somewhat likely","TBD","TBD",130.198186536737
"12867",309892,"Somewhat likely","TBD","TBD",123.53151987007
"12868",309895,"Somewhat likely","TBD","TBD",92.6981865367368
"12869",309905,"Somewhat likely","TBD","TBD",141.864853203403
"12870",309906,"Somewhat likely","TBD","TBD",141.864853203403
"12871",309907,"Unclear","TBD","TBD",142.698186536737
"12872",309970,"Somewhat likely","TBD","TBD",137.698186536737
"12873",309981,"Somewhat likely","TBD","TBD",134.364853203403
"12874",309996,"Somewhat likely","TBD","TBD",136.864853203403
"12875",310039,"Somewhat likely","TBD","TBD",67.6981865367368
"12876",310046,"Somewhat likely","TBD","TBD",135.198186536737
"12877",310062,"Unclear","TBD","TBD",132.698186536737
"12878",310065,"Likely","TBD","TBD",136.864853203403
"12879",310118,"Somewhat likely","TBD","TBD",0
"12880",310134,"Unclear","TBD","TBD",141.03151987007
"12881",310146,"Likely","TBD","TBD",136.03151987007
"12882",310151,"Somewhat likely","TBD","TBD",137.698186536737
"12883",310180,"Somewhat likely","TBD","TBD",137.698186536737
"12884",310181,"Somewhat likely","TBD","TBD",139.364853203403
"12885",310190,"Somewhat likely","TBD","TBD",140.198186536737
"12886",310202,"Somewhat likely","TBD","TBD",138.53151987007
"12887",310210,"Somewhat likely","TBD","TBD",140.198186536737
"12888",310216,"Somewhat likely","TBD","TBD",133.53151987007
"12889",310218,"Unclear","TBD","TBD",135.198186536737
"12890",310264,"Somewhat likely","TBD","TBD",131.03151987007
"12891",310290,"Somewhat likely","TBD","TBD",139.364853203403
"12892",310291,"Somewhat likely","TBD","TBD",136.864853203403
"12893",310299,"Unlikely","TBD","TBD",141.864853203403
"12894",310322,"Somewhat likely","TBD","TBD",139.364853203403
"12895",310340,"Somewhat likely","TBD","TBD",137.698186536737
"12896",310349,"Somewhat likely","TBD","TBD",136.03151987007
"12897",310358,"Somewhat likely","TBD","TBD",135.198186536737
"12898",310370,"Somewhat likely","TBD","TBD",136.03151987007
"12899",310376,"Somewhat likely","TBD","TBD",139.364853203403
"12900",310381,"Somewhat likely","TBD","TBD",139.364853203403
"12901",310385,"Unclear","TBD","TBD",141.03151987007
"12902",310432,"Somewhat likely","TBD","TBD",141.03151987007
"12903",310467,"Somewhat likely","TBD","TBD",140.198186536737
"12904",310469,"Unclear","TBD","TBD",139.364853203403
"12905",310510,"Likely","TBD","TBD",141.03151987007
"12906",310566,"Somewhat likely","TBD","TBD",138.53151987007
"12907",310577,"Unclear","TBD","TBD",140.198186536737
"12908",310587,"Somewhat likely","TBD","TBD",137.698186536737
"12909",310595,"Unlikely","TBD","TBD",136.864853203403
"12910",310642,"Somewhat likely","TBD","TBD",78.5315198700701
"12911",310656,"Somewhat likely","TBD","TBD",138.53151987007
"12912",310673,"Unlikely","TBD","TBD",142.698186536737
"12913",310707,"Unclear","TBD","TBD",141.864853203403
"12914",310710,"Unclear","TBD","TBD",141.03151987007
"12915",310712,"Unclear","TBD","TBD",140.198186536737
"12916",310716,"Somewhat likely","TBD","TBD",0
"12917",310720,"Unlikely","TBD","TBD",141.864853203403
"12918",310732,"Somewhat likely","TBD","TBD",141.03151987007
"12919",310733,"Unclear","TBD","TBD",141.03151987007
"12920",310769,"Unlikely","TBD","TBD",141.864853203403
"12921",310778,"Unclear","TBD","TBD",140.198186536737
"12922",310780,"Unclear","TBD","TBD",140.198186536737
"12923",310798,"Unclear","TBD","TBD",140.198186536737
"12924",310819,"Unclear","TBD","TBD",141.03151987007
"12925",310822,"Unclear","TBD","TBD",139.364853203403
"12926",310854,"Unclear","TBD","TBD",140.198186536737
"12927",310865,"Unlikely","TBD","TBD",142.698186536737
"12928",310880,"Unclear","TBD","TBD",141.864853203403
"12929",310881,"Unlikely","TBD","TBD",141.864853203403
"12930",310895,"Likely","TBD","TBD",106.864853203403
"12931",310915,"Unclear","TBD","TBD",140.198186536737
"12932",310982,"Unclear","TBD","TBD",141.03151987007
"12933",310986,"Unclear","TBD","TBD",141.03151987007
"12934",310989,"Unclear","TBD","TBD",141.864853203403
"12935",310992,"Unclear","TBD","TBD",141.864853203403
"12936",311006,"Unclear","TBD","TBD",141.864853203403
"12937",311042,"Unclear","TBD","TBD",141.864853203403
"12938",311045,"Unclear","TBD","TBD",141.864853203403
"12939",311066,"Unclear","TBD","TBD",141.03151987007
"12940",311073,"Unclear","TBD","TBD",141.864853203403
"12941",311075,"Unclear","TBD","TBD",141.03151987007
"12942",311117,"Unlikely","TBD","TBD",142.698186536737
"12943",311150,"Unlikely","TBD","TBD",142.698186536737
"12944",311155,"Unclear","TBD","TBD",141.864853203403
"12945",311159,"Unclear","TBD","TBD",141.864853203403
"12946",311172,"Unclear","TBD","TBD",141.864853203403
"12947",311212,"Unclear","TBD","TBD",141.864853203403
"12948",311214,"Unclear","TBD","TBD",142.698186536737
"12949",311229,"Unclear","TBD","TBD",141.864853203403
"12950",311274,"Unclear","TBD","TBD",139.364853203403
"12951",311281,"Somewhat likely","TBD","TBD",141.03151987007
"12952",311305,"Unlikely","TBD","TBD",142.698186536737
"12953",311315,"Unlikely","TBD","TBD",142.698186536737
"12954",311319,"Unlikely","TBD","TBD",142.698186536737
"12955",311327,"Unlikely","TBD","TBD",142.698186536737
"12956",311342,"Unclear","TBD","TBD",141.864853203403
"12957",311357,"Unclear","TBD","TBD",141.864853203403
"12958",311359,"Unlikely","TBD","TBD",142.698186536737
"12959",311381,"Unclear","TBD","TBD",141.03151987007
"12960",311413,"Unlikely","TBD","TBD",142.698186536737
"12961",311414,"Unclear","TBD","TBD",141.03151987007
"12962",311425,"Unlikely","TBD","TBD",142.698186536737
"12963",311435,"Unclear","TBD","TBD",141.864853203403
"12964",311444,"Unlikely","TBD","TBD",142.698186536737
"12965",311484,"Unlikely","TBD","TBD",142.698186536737
"12966",311491,"Unlikely","TBD","TBD",142.698186536737
"12967",311493,"Unlikely","TBD","TBD",142.698186536737
"12968",311519,"Unlikely","TBD","TBD",142.698186536737
"12969",311528,"Unlikely","TBD","TBD",142.698186536737
"12970",311534,"Unclear","TBD","TBD",141.864853203403
"12971",311536,"Unclear","TBD","TBD",141.864853203403
"12972",311547,"Unlikely","TBD","TBD",142.698186536737
"12973",311563,"Unclear","TBD","TBD",141.864853203403
"12974",311564,"Unlikely","TBD","TBD",142.698186536737
"12975",311572,"Unlikely","TBD","TBD",142.698186536737
